comment_id,score,uuid,link
6028,0,120963895,https://stackoverflow.com/questions/68414313/trying-to-create-a-new-node-that-must-have-all-nodes-with-their-labels-and-prope#comment120963895_68414313
6029,0,120963989,https://stackoverflow.com/questions/68414313/trying-to-create-a-new-node-that-must-have-all-nodes-with-their-labels-and-prope#comment120963989_68414313
6030,0,120964002,https://stackoverflow.com/questions/68414313/trying-to-create-a-new-node-that-must-have-all-nodes-with-their-labels-and-prope#comment120964002_68414313
6031,0,120964362,https://stackoverflow.com/questions/68414313/trying-to-create-a-new-node-that-must-have-all-nodes-with-their-labels-and-prope#comment120964362_68414313
6032,0,120908563,https://stackoverflow.com/questions/68410594/cannot-configure-neo4j-on-ec2-with-classic-load-baancer#comment120908563_68410594
6033,0,120795619,https://stackoverflow.com/questions/68321790/graph-data-science-error-apoc-metadata-procedure-unavailable#comment120795619_68321790
6034,0,120798657,https://stackoverflow.com/questions/68321790/graph-data-science-error-apoc-metadata-procedure-unavailable#comment120798657_68321790
6035,0,120798767,https://stackoverflow.com/questions/68321790/graph-data-science-error-apoc-metadata-procedure-unavailable#comment120798767_68321790
6036,0,120799629,https://stackoverflow.com/questions/68321790/graph-data-science-error-apoc-metadata-procedure-unavailable#comment120799629_68321790
6037,0,120726030,https://stackoverflow.com/questions/68306241/neo4j-combine-multiple-relationship-and-create-a-new-one-on-the-fly#comment120726030_68306241
6038,0,120531052,https://stackoverflow.com/questions/68197722/jqassistant-org-neo4j-driver-exceptions-clientexception-unable-to-convert-c-t#comment120531052_68197722
6039,0,120544719,https://stackoverflow.com/questions/68197722/jqassistant-org-neo4j-driver-exceptions-clientexception-unable-to-convert-c-t#comment120544719_68197722
6040,0,120545329,https://stackoverflow.com/questions/68197722/jqassistant-org-neo4j-driver-exceptions-clientexception-unable-to-convert-c-t#comment120545329_68197722
6041,0,120553216,https://stackoverflow.com/questions/68197722/jqassistant-org-neo4j-driver-exceptions-clientexception-unable-to-convert-c-t#comment120553216_68197722
6042,0,121837258,https://stackoverflow.com/questions/68197722/jqassistant-org-neo4j-driver-exceptions-clientexception-unable-to-convert-c-t#comment121837258_68197722
6043,0,120503198,https://stackoverflow.com/questions/68181849/neo4j-server-is-not-stopping#comment120503198_68181849
6044,0,120778086,https://stackoverflow.com/questions/68181849/neo4j-server-is-not-stopping#comment120778086_68181849
6045,0,120493097,https://stackoverflow.com/questions/68172957/convert-scala-neo4j-write-code-to-pyspark-in-databrick#comment120493097_68172957
6046,0,120494660,https://stackoverflow.com/questions/68172957/convert-scala-neo4j-write-code-to-pyspark-in-databrick#comment120494660_68172957
6047,0,120495023,https://stackoverflow.com/questions/68172957/convert-scala-neo4j-write-code-to-pyspark-in-databrick#comment120495023_68172957
6048,0,120492550,https://stackoverflow.com/questions/68168131/spring-neo4j-transientexception-brokes-connection-for-the-thread#comment120492550_68168131
6049,0,120493291,https://stackoverflow.com/questions/68168131/spring-neo4j-transientexception-brokes-connection-for-the-thread#comment120493291_68168131
6050,0,120493381,https://stackoverflow.com/questions/68168131/spring-neo4j-transientexception-brokes-connection-for-the-thread#comment120493381_68168131
6051,0,120494081,https://stackoverflow.com/questions/68168131/spring-neo4j-transientexception-brokes-connection-for-the-thread#comment120494081_68168131
6052,0,120496385,https://stackoverflow.com/questions/68168131/spring-neo4j-transientexception-brokes-connection-for-the-thread#comment120496385_68168131
6053,0,120498203,https://stackoverflow.com/questions/68168131/spring-neo4j-transientexception-brokes-connection-for-the-thread#comment120498203_68168131
6054,0,120519690,https://stackoverflow.com/questions/68168131/spring-neo4j-transientexception-brokes-connection-for-the-thread#comment120519690_68168131
6055,1,120466549,https://stackoverflow.com/questions/68145389/neo4j-import-where-field-has-multiple-values#comment120466549_68145389
6056,0,120406084,https://stackoverflow.com/questions/68124416/how-can-i-configure-rails-with-neo4j-in-an-existing-repo#comment120406084_68124416
6057,0,120406751,https://stackoverflow.com/questions/68124416/how-can-i-configure-rails-with-neo4j-in-an-existing-repo#comment120406751_68124416
6058,0,120337051,https://stackoverflow.com/questions/68084680/what-is-indexerror-returned-by-py2neo#comment120337051_68084680
6059,0,120337369,https://stackoverflow.com/questions/68084680/what-is-indexerror-returned-by-py2neo#comment120337369_68084680
6060,0,120339487,https://stackoverflow.com/questions/68084680/what-is-indexerror-returned-by-py2neo#comment120339487_68084680
6061,0,120341746,https://stackoverflow.com/questions/68084680/what-is-indexerror-returned-by-py2neo#comment120341746_68084680
6062,0,120341938,https://stackoverflow.com/questions/68084680/what-is-indexerror-returned-by-py2neo#comment120341938_68084680
6063,0,120343535,https://stackoverflow.com/questions/68084680/what-is-indexerror-returned-by-py2neo#comment120343535_68084680
6064,0,120345702,https://stackoverflow.com/questions/68084680/what-is-indexerror-returned-by-py2neo#comment120345702_68084680
6065,0,120321870,https://stackoverflow.com/questions/68065573/neo4j-merge-nodes-by-shared-node-property#comment120321870_68065573
6066,0,120332812,https://stackoverflow.com/questions/68065573/neo4j-merge-nodes-by-shared-node-property#comment120332812_68065573
6067,0,120347945,https://stackoverflow.com/questions/68065573/neo4j-merge-nodes-by-shared-node-property#comment120347945_68065573
6068,0,120310428,https://stackoverflow.com/questions/68061442/neo4j-graphsage-model-not-training#comment120310428_68061442
6069,2,120277897,https://stackoverflow.com/questions/68050520/error-type-with-name-long-does-not-exists#comment120277897_68050520
6070,1,120230939,https://stackoverflow.com/questions/68017598/compare-list-in-neo4j-cypher-query#comment120230939_68017598
6071,0,120253679,https://stackoverflow.com/questions/68014663/error-in-neo4j-desktop-when-creating-a-local-dbms#comment120253679_68014663
6072,0,120231511,https://stackoverflow.com/questions/68013763/problem-displaying-custom-output-on-in-neo4j#comment120231511_68013763
6073,0,120205232,https://stackoverflow.com/questions/68005653/graphql-mutation-returns-null-from-neo4j-database-using-neo4j-graphql-js#comment120205232_68005653
6074,0,120248969,https://stackoverflow.com/questions/68005653/graphql-mutation-returns-null-from-neo4j-database-using-neo4j-graphql-js#comment120248969_68005653
6075,0,120193725,https://stackoverflow.com/questions/68000851/spring-data-neo4j-polymorphic-children-collection#comment120193725_68000851
6076,0,120204867,https://stackoverflow.com/questions/68000851/spring-data-neo4j-polymorphic-children-collection#comment120204867_68000851
6077,0,120205202,https://stackoverflow.com/questions/68000851/spring-data-neo4j-polymorphic-children-collection#comment120205202_68000851
6078,0,120340519,https://stackoverflow.com/questions/67988563/dynamic-import-uneven-data-neo4j#comment120340519_67988563
6079,0,120366293,https://stackoverflow.com/questions/67988563/dynamic-import-uneven-data-neo4j#comment120366293_67988563
6080,0,120463807,https://stackoverflow.com/questions/67988563/dynamic-import-uneven-data-neo4j#comment120463807_67988563
6081,0,120492721,https://stackoverflow.com/questions/67988563/dynamic-import-uneven-data-neo4j#comment120492721_67988563
6082,0,120143667,https://stackoverflow.com/questions/67956964/neo4j-how-to-compare-elements-in-different-lists-so-that-each-row-has-different#comment120143667_67956964
6083,0,120147482,https://stackoverflow.com/questions/67956964/neo4j-how-to-compare-elements-in-different-lists-so-that-each-row-has-different#comment120147482_67956964
6084,0,120147513,https://stackoverflow.com/questions/67956964/neo4j-how-to-compare-elements-in-different-lists-so-that-each-row-has-different#comment120147513_67956964
6095,0,122427099,https://stackoverflow.com/questions/69266827/how-to-simplify-neo4j-query-with-multiple-cases#comment122427099_69266827
6097,0,122334374,https://stackoverflow.com/questions/69214441/kubernetes-pod-filelockexception-lock-file-has-been-locked-by-another-process#comment122334374_69214441
6098,0,122335004,https://stackoverflow.com/questions/69214441/kubernetes-pod-filelockexception-lock-file-has-been-locked-by-another-process#comment122335004_69214441
6099,0,122335235,https://stackoverflow.com/questions/69214441/kubernetes-pod-filelockexception-lock-file-has-been-locked-by-another-process#comment122335235_69214441
6100,1,122336780,https://stackoverflow.com/questions/69214441/kubernetes-pod-filelockexception-lock-file-has-been-locked-by-another-process#comment122336780_69214441
6101,0,122337798,https://stackoverflow.com/questions/69214441/kubernetes-pod-filelockexception-lock-file-has-been-locked-by-another-process#comment122337798_69214441
6102,0,122337823,https://stackoverflow.com/questions/69214441/kubernetes-pod-filelockexception-lock-file-has-been-locked-by-another-process#comment122337823_69214441
6103,0,122337850,https://stackoverflow.com/questions/69214441/kubernetes-pod-filelockexception-lock-file-has-been-locked-by-another-process#comment122337850_69214441
6104,0,122337854,https://stackoverflow.com/questions/69214441/kubernetes-pod-filelockexception-lock-file-has-been-locked-by-another-process#comment122337854_69214441
6105,0,122337895,https://stackoverflow.com/questions/69214441/kubernetes-pod-filelockexception-lock-file-has-been-locked-by-another-process#comment122337895_69214441
6107,0,122115375,https://stackoverflow.com/questions/69092539/in-neo4j-is-there-anyway-to-create-a-graph-projection-if-your-graph-is-too-big#comment122115375_69092539
6108,0,122025763,https://stackoverflow.com/questions/69044126/how-do-i-follow-a-specific-pattern-of-multiple-nodes-relationships-any-number-of#comment122025763_69044126
6109,0,122021876,https://stackoverflow.com/questions/69041593/cant-query-created-nodes-from-apoc-load-xml#comment122021876_69041593
6110,0,122025139,https://stackoverflow.com/questions/69041593/cant-query-created-nodes-from-apoc-load-xml#comment122025139_69041593
6111,0,122018586,https://stackoverflow.com/questions/69040046/which-version-of-neo4j-does-the-grails-plugin-support#comment122018586_69040046
6112,0,122003107,https://stackoverflow.com/questions/69015425/load-csv-mulitple-merge-and-eager-operator#comment122003107_69015425
6113,0,121952787,https://stackoverflow.com/questions/69002213/how-to-get-the-output-of-the-neo4j-query-in-currency-format-with-symbol#comment121952787_69002213
6114,0,121968419,https://stackoverflow.com/questions/69002213/how-to-get-the-output-of-the-neo4j-query-in-currency-format-with-symbol#comment121968419_69002213
6115,0,121956866,https://stackoverflow.com/questions/68998262/get-nodes-having-more-than-x-relationships-and-its-children-in-specific-format#comment121956866_68998262
6116,0,121964736,https://stackoverflow.com/questions/68998262/get-nodes-having-more-than-x-relationships-and-its-children-in-specific-format#comment121964736_68998262
6117,1,121949565,https://stackoverflow.com/questions/68996990/cant-open-neo4j-browser-after-loading-the-newest-db-dump#comment121949565_68996990
6118,0,121930269,https://stackoverflow.com/questions/68989342/neo4j-vector-operations-on-arrays#comment121930269_68989342
6119,0,121934700,https://stackoverflow.com/questions/68989342/neo4j-vector-operations-on-arrays#comment121934700_68989342
6120,0,121911540,https://stackoverflow.com/questions/68979927/jqassistant-cant-reset-external-neo4j-store-why#comment121911540_68979927
6121,0,121937292,https://stackoverflow.com/questions/68979927/jqassistant-cant-reset-external-neo4j-store-why#comment121937292_68979927
6122,0,121956334,https://stackoverflow.com/questions/68979927/jqassistant-cant-reset-external-neo4j-store-why#comment121956334_68979927
6123,0,121963382,https://stackoverflow.com/questions/68979927/jqassistant-cant-reset-external-neo4j-store-why#comment121963382_68979927
6124,0,121978261,https://stackoverflow.com/questions/68979927/jqassistant-cant-reset-external-neo4j-store-why#comment121978261_68979927
6125,0,122241523,https://stackoverflow.com/questions/68979927/jqassistant-cant-reset-external-neo4j-store-why#comment122241523_68979927
6126,0,122305751,https://stackoverflow.com/questions/68979927/jqassistant-cant-reset-external-neo4j-store-why#comment122305751_68979927
6127,0,122313360,https://stackoverflow.com/questions/68979927/jqassistant-cant-reset-external-neo4j-store-why#comment122313360_68979927
6128,0,121880163,https://stackoverflow.com/questions/68963521/neo4j-find-triplets-with-most-similar-attributes-nodes-and-relationships#comment121880163_68963521
6129,0,121880350,https://stackoverflow.com/questions/68963521/neo4j-find-triplets-with-most-similar-attributes-nodes-and-relationships#comment121880350_68963521
6130,0,121878054,https://stackoverflow.com/questions/68959082/how-to-access-the-browser-interface-to-install-apoc-in-neo4j#comment121878054_68959082
6131,0,121811598,https://stackoverflow.com/questions/68924990/how-to-search-comma-separated-greater-than-or-less-than-values-in-neo4j#comment121811598_68924990
6132,0,121811733,https://stackoverflow.com/questions/68924990/how-to-search-comma-separated-greater-than-or-less-than-values-in-neo4j#comment121811733_68924990
6133,0,121811807,https://stackoverflow.com/questions/68924990/how-to-search-comma-separated-greater-than-or-less-than-values-in-neo4j#comment121811807_68924990
6134,0,121811860,https://stackoverflow.com/questions/68924990/how-to-search-comma-separated-greater-than-or-less-than-values-in-neo4j#comment121811860_68924990
6135,0,121812459,https://stackoverflow.com/questions/68924990/how-to-search-comma-separated-greater-than-or-less-than-values-in-neo4j#comment121812459_68924990
6136,0,121810799,https://stackoverflow.com/questions/68924428/why-does-jqassistent-scanning-fail#comment121810799_68924428
6137,0,121826179,https://stackoverflow.com/questions/68924428/why-does-jqassistent-scanning-fail#comment121826179_68924428
6138,0,121837345,https://stackoverflow.com/questions/68924428/why-does-jqassistent-scanning-fail#comment121837345_68924428
6139,0,121852504,https://stackoverflow.com/questions/68924428/why-does-jqassistent-scanning-fail#comment121852504_68924428
6140,1,121792042,https://stackoverflow.com/questions/68912858/neo4j-computed-relations#comment121792042_68912858
6141,0,121838723,https://stackoverflow.com/questions/68912858/neo4j-computed-relations#comment121838723_68912858
6142,0,121760168,https://stackoverflow.com/questions/68895694/cypher-avoid-cycle-in-multiple-relationship-paths#comment121760168_68895694
6143,0,121667484,https://stackoverflow.com/questions/68843899/construct-queries-with-a-condition#comment121667484_68843899
6144,0,121667728,https://stackoverflow.com/questions/68843899/construct-queries-with-a-condition#comment121667728_68843899
6146,0,121668762,https://stackoverflow.com/questions/68840934/neo4j-yield-statement-within-an-apoc-iterate-call#comment121668762_68840934
6147,0,121682952,https://stackoverflow.com/questions/68840934/neo4j-yield-statement-within-an-apoc-iterate-call#comment121682952_68840934
6148,0,121694389,https://stackoverflow.com/questions/68840934/neo4j-yield-statement-within-an-apoc-iterate-call#comment121694389_68840934
6149,0,121649904,https://stackoverflow.com/questions/68833525/to-get-nodes-and-relationships-between-two-specified-nodes-for-review#comment121649904_68833525
6150,0,121664237,https://stackoverflow.com/questions/68833525/to-get-nodes-and-relationships-between-two-specified-nodes-for-review#comment121664237_68833525
6151,0,121482954,https://stackoverflow.com/questions/68739047/how-to-get-only-unique-node-in-neo4j-query#comment121482954_68739047
6152,0,121483654,https://stackoverflow.com/questions/68739047/how-to-get-only-unique-node-in-neo4j-query#comment121483654_68739047
6153,1,121443669,https://stackoverflow.com/questions/68717863/remove-a-property-keys-from-all-node-in-neo4j#comment121443669_68717863
6154,0,121452853,https://stackoverflow.com/questions/68717863/remove-a-property-keys-from-all-node-in-neo4j#comment121452853_68717863
6155,0,121454938,https://stackoverflow.com/questions/68717863/remove-a-property-keys-from-all-node-in-neo4j#comment121454938_68717863
6156,0,121464249,https://stackoverflow.com/questions/68717863/remove-a-property-keys-from-all-node-in-neo4j#comment121464249_68717863
6157,0,121378655,https://stackoverflow.com/questions/68681666/compilation-issues-for-neo4j-graph-api-neo4j-logging-neo4j-procedure-api-with#comment121378655_68681666
6158,0,121379142,https://stackoverflow.com/questions/68681666/compilation-issues-for-neo4j-graph-api-neo4j-logging-neo4j-procedure-api-with#comment121379142_68681666
6159,0,121383430,https://stackoverflow.com/questions/68681666/compilation-issues-for-neo4j-graph-api-neo4j-logging-neo4j-procedure-api-with#comment121383430_68681666
6160,0,121384064,https://stackoverflow.com/questions/68681666/compilation-issues-for-neo4j-graph-api-neo4j-logging-neo4j-procedure-api-with#comment121384064_68681666
6161,2,121372080,https://stackoverflow.com/questions/68674397/does-neo4j-merge-on-match-on-create-have-a-property-maximum-limit#comment121372080_68674397
6162,0,121373444,https://stackoverflow.com/questions/68674397/does-neo4j-merge-on-match-on-create-have-a-property-maximum-limit#comment121373444_68674397
6163,0,121294632,https://stackoverflow.com/questions/68628353/liquigraph-schema-files-missing#comment121294632_68628353
6164,0,121275347,https://stackoverflow.com/questions/68619241/neo4j-how-to-order-results-by-attributes-value#comment121275347_68619241
6165,0,121258546,https://stackoverflow.com/questions/68612299/neo4j-index-query-runs-slowly#comment121258546_68612299
6166,0,121215860,https://stackoverflow.com/questions/68588484/count-the-number-of-different-types-of-edges-of-a-node#comment121215860_68588484
6167,0,121223081,https://stackoverflow.com/questions/68588484/count-the-number-of-different-types-of-edges-of-a-node#comment121223081_68588484
6168,0,121210784,https://stackoverflow.com/questions/68586258/cypher-variable-path-condition-filtering#comment121210784_68586258
6169,0,121052603,https://stackoverflow.com/questions/68495608/neo4j-unsupported-administration-command-create-database-demo#comment121052603_68495608
6170,0,121060430,https://stackoverflow.com/questions/68495608/neo4j-unsupported-administration-command-create-database-demo#comment121060430_68495608
6171,0,121065104,https://stackoverflow.com/questions/68495608/neo4j-unsupported-administration-command-create-database-demo#comment121065104_68495608
6172,0,121074284,https://stackoverflow.com/questions/68495608/neo4j-unsupported-administration-command-create-database-demo#comment121074284_68495608
6173,0,121106750,https://stackoverflow.com/questions/68495608/neo4j-unsupported-administration-command-create-database-demo#comment121106750_68495608
6174,0,121051278,https://stackoverflow.com/questions/68490471/adding-a-relationship-leads-to-an-error-in-graph-data-science-library#comment121051278_68490471
6175,0,121053630,https://stackoverflow.com/questions/68490471/adding-a-relationship-leads-to-an-error-in-graph-data-science-library#comment121053630_68490471
6176,0,121053822,https://stackoverflow.com/questions/68490471/adding-a-relationship-leads-to-an-error-in-graph-data-science-library#comment121053822_68490471
6177,0,120917360,https://stackoverflow.com/questions/68418818/jqassistant-maven-plugin-cannot-connect-browser-to-embedded-neo4j#comment120917360_68418818
